id,species,category,scientific_name,lifespan,region,class,status,fun_fact,pop_color,prompt
A054,Eurasian Eagle Owl,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Eurasian Eagle Owl.",Warm gold,"Create a Eurasian Eagle Owl zoo trading card.

SUBJECT: Eurasian Eagle Owl (RESEARCH REQUIRED)
CARD ID: A054
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Eurasian Eagle Owl fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A054"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Eurasian Eagle Owl.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A055,King Vulture,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about King Vulture.",Warm gold,"Create a King Vulture zoo trading card.

SUBJECT: King Vulture (RESEARCH REQUIRED)
CARD ID: A055
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The King Vulture fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A055"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about King Vulture.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A056,Red Tailed Hawk,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Red Tailed Hawk.",Warm gold,"Create a Red Tailed Hawk zoo trading card.

SUBJECT: Red Tailed Hawk (RESEARCH REQUIRED)
CARD ID: A056
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Red Tailed Hawk fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A056"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Red Tailed Hawk.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A057,Peregrine Falcon,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Peregrine Falcon.",Warm gold,"Create a Peregrine Falcon zoo trading card.

SUBJECT: Peregrine Falcon (RESEARCH REQUIRED)
CARD ID: A057
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Peregrine Falcon fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A057"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Peregrine Falcon.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A058,Great Horned Owl,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Great Horned Owl.",Warm gold,"Create a Great Horned Owl zoo trading card.

SUBJECT: Great Horned Owl (RESEARCH REQUIRED)
CARD ID: A058
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Great Horned Owl fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A058"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Great Horned Owl.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A059,Barn Owl,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Barn Owl.",Warm gold,"Create a Barn Owl zoo trading card.

SUBJECT: Barn Owl (RESEARCH REQUIRED)
CARD ID: A059
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Barn Owl fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A059"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Barn Owl.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A060,Andean Condor,Birds of Prey & Waterfowl,Vultur gryphus,Lives 50-75 yrs,Andes Mountains,Bird,Vulnerable,"They are one of the largest flying birds in the world, with a wingspan of up to 10.5 feet!",Black and white,"Create a Andean Condor zoo trading card.

SUBJECT: Andean Condor (Vultur gryphus)
CARD ID: A060
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Andean Condor fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural High mountain peaks habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Talon stamp (no circle). Scientific name in italic serif. Stats line: Lives 50-75 yrs | Andes Mountains | Bird | Vulnerable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Black and white running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A060"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered mountain stone
- Frame color: Black and white
- Fun fact text: ""They are one of the largest flying birds in the world, with a wingspan of up to 10.5 feet!""
- Stats line: Lives 50-75 yrs | Andes Mountains | Bird | Vulnerable
- Scientific name: Vultur gryphus"
A061,Flamingo,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Flamingo.",Warm gold,"Create a Flamingo zoo trading card.

SUBJECT: Flamingo (RESEARCH REQUIRED)
CARD ID: A061
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Flamingo fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A061"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Flamingo.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A062,Trumpeter Swan,Birds of Prey & Waterfowl,Cygnus buccinator,Lives 12-24 yrs,North America,Bird,Least Concern,They are the heaviest living bird native to North America and have a wingspan of up to 8 feet!,Pure white,"Create a Trumpeter Swan zoo trading card.

SUBJECT: Trumpeter Swan (Cygnus buccinator)
CARD ID: A062
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Trumpeter Swan fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Misty freshwater lake habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Talon stamp (no circle). Scientific name in italic serif. Stats line: Lives 12-24 yrs | North America | Bird | Least Concern. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Pure white running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A062"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered driftwood
- Frame color: Pure white
- Fun fact text: ""They are the heaviest living bird native to North America and have a wingspan of up to 8 feet!""
- Stats line: Lives 12-24 yrs | North America | Bird | Least Concern
- Scientific name: Cygnus buccinator"
A063,Mandarin Duck,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Mandarin Duck.",Warm gold,"Create a Mandarin Duck zoo trading card.

SUBJECT: Mandarin Duck (RESEARCH REQUIRED)
CARD ID: A063
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Mandarin Duck fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A063"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Mandarin Duck.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A064,Roseate Spoonbill,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Roseate Spoonbill.",Warm gold,"Create a Roseate Spoonbill zoo trading card.

SUBJECT: Roseate Spoonbill (RESEARCH REQUIRED)
CARD ID: A064
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Roseate Spoonbill fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A064"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Roseate Spoonbill.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A065,Scarlet Ibis,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about Scarlet Ibis.",Warm gold,"Create a Scarlet Ibis zoo trading card.

SUBJECT: Scarlet Ibis (RESEARCH REQUIRED)
CARD ID: A065
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Scarlet Ibis fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A065"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about Scarlet Ibis.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
A066,American White Pelican,Birds of Prey & Waterfowl,RESEARCH REQUIRED,RESEARCH REQUIRED,RESEARCH REQUIRED,Bird,RESEARCH REQUIRED,"RESEARCH REQUIRED: add one accurate, child-friendly fact about American White Pelican.",Warm gold,"Create a American White Pelican zoo trading card.

SUBJECT: American White Pelican (RESEARCH REQUIRED)
CARD ID: A066
CATEGORY: Birds of Prey & Waterfowl

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The American White Pelican fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Natural habitat habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Leaf stamp (no circle). Scientific name in italic serif. Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""A066"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Weathered wood
- Frame color: Warm gold
- Fun fact text: ""RESEARCH REQUIRED: add one accurate, child-friendly fact about American White Pelican.""
- Stats line: RESEARCH REQUIRED | RESEARCH REQUIRED | Bird | RESEARCH REQUIRED
- Scientific name: RESEARCH REQUIRED"
